source_id,type_of_water_source,number_of_people_served,priority_rank
KiRu27269224,shared_tap,3720,370
AkRu08243224,shared_tap,3720,370
AkRu06981224,shared_tap,3718,372
HaRu18822224,shared_tap,3718,372
KiAm22112224,shared_tap,3718,372
KiRu28317224,shared_tap,3716,375
SoRu38550224,shared_tap,3716,375
SoRu38222224,shared_tap,3716,375
AmBe11337224,shared_tap,3716,375
HaRu17375224,shared_tap,3712,379
HaRu18171224,shared_tap,3712,379
AkRu03031224,shared_tap,3712,379
SoRu37907224,shared_tap,3712,379
SoRu35438224,shared_tap,3710,383
KiRu28901224,shared_tap,3708,384
KiZu31057224,shared_tap,3708,384
AkRu04093224,shared_tap,3708,384
SoMa34077224,shared_tap,3706,387
KiRu26773224,shared_tap,3706,387
KiRu29458224,shared_tap,3704,389
SoIl32441224,shared_tap,3704,389
SoRu35741224,shared_tap,3704,389
AkRu04605224,shared_tap,3704,389
SoMa33805224,shared_tap,3702,393
AkRu02990224,shared_tap,3700,394
AkRu07544224,shared_tap,3700,394
AkRu04941224,shared_tap,3698,396
AmPw12374224,shared_tap,3698,396
AmAb09117224,shared_tap,3698,396
HaRu20545224,shared_tap,3698,396
KiRu27024224,shared_tap,3696,400
SoRu37607224,shared_tap,3696,400
SoRu36501224,shared_tap,3696,400
SoRu34876224,shared_tap,3694,403
AkRu08932224,shared_tap,3694,403
HaRu19439224,shared_tap,3694,403
KiRu25678224,shared_tap,3694,403
KiRu28103224,shared_tap,3694,403
HaRu20291224,shared_tap,3692,408
AkKi01192224,shared_tap,3692,408
SoRu37996224,shared_tap,3690,410
AmAb08946224,shared_tap,3688,411
AmAs10330224,shared_tap,3688,411
KiRu30375224,shared_tap,3688,411
HaRu20725224,shared_tap,3688,411
KiRu26776224,shared_tap,3688,411
HaRu18873224,shared_tap,3688,411
HaSe21079224,shared_tap,3686,417
HaDe16590224,shared_tap,3686,417
AkRu03185224,shared_tap,3684,419
HaRu20164224,shared_tap,3684,419
SoRu39602224,shared_tap,3682,421
HaRu17841224,shared_tap,3682,421
HaRu18493224,shared_tap,3680,423
KiZu31075224,shared_tap,3680,423
SoRu34644224,shared_tap,3680,423
SoRu36345224,shared_tap,3680,423
AkRu06884224,shared_tap,3678,427
AmAs10621224,shared_tap,3678,427
AkRu08710224,shared_tap,3678,427
AkRu07199224,shared_tap,3676,430
SoRu36260224,shared_tap,3676,430
KiRu25403224,shared_tap,3676,430
HaSe21344224,shared_tap,3676,430
KiRu28423224,shared_tap,3676,430
KiIs23595224,shared_tap,3674,435
KiRu26195224,shared_tap,3674,435
AmRu14470224,shared_tap,3674,435
AmAb09187224,shared_tap,3672,438
KiRu30141224,shared_tap,3672,438
KiRu26091224,shared_tap,3670,440
KiRu26522224,shared_tap,3668,441
KiIs24249224,shared_tap,3668,441
AmRu13549224,shared_tap,3668,441
HaRu18076224,shared_tap,3666,444
AmAm09782224,shared_tap,3666,444
AmAb09104224,shared_tap,3666,444
AmRu14247224,shared_tap,3666,444
AmRu15686224,shared_tap,3666,444
SoRu37256224,shared_tap,3666,444
HaRu19071224,shared_tap,3664,450
KiRu29186224,shared_tap,3664,450
AmPw12693224,shared_tap,3664,450
AkHa00631224,shared_tap,3664,450
AkRu06767224,shared_tap,3662,454
HaRu17452224,shared_tap,3662,454
AmAs10692224,shared_tap,3662,454
SoRu38259224,shared_tap,3662,454
SoRu38229224,shared_tap,3662,454
SoRu39015224,shared_tap,3660,459
AkRu07926224,shared_tap,3660,459
HaYa21606224,shared_tap,3660,459
AmPw12403224,shared_tap,3658,462
AkRu03984224,shared_tap,3658,462
AkRu08883224,shared_tap,3656,464
AkRu05171224,shared_tap,3656,464
SoRu38457224,shared_tap,3656,464
KiRu27940224,shared_tap,3656,464
KiMr24364224,shared_tap,3656,464
HaRu19015224,shared_tap,3654,469
AmBe11297224,shared_tap,3654,469
AkKi01046224,shared_tap,3654,469
SoRu36820224,shared_tap,3654,469
SoRu38960224,shared_tap,3652,473
KiRu29730224,shared_tap,3652,473
SoRu39323224,shared_tap,3650,475
AkRu07094224,shared_tap,3650,475
HaRu17891224,shared_tap,3650,475
AkRu03486224,shared_tap,3648,478
KiRu30091224,shared_tap,3648,478
HaRu19373224,shared_tap,3646,480
AkRu07011224,shared_tap,3646,480
SoRu35365224,shared_tap,3646,480
KiRu27091224,shared_tap,3644,483
KiRu30577224,shared_tap,3644,483
AmDa12222224,shared_tap,3644,483
AkRu07169224,shared_tap,3644,483
AmDa11800224,shared_tap,3642,487
AmAm09590224,shared_tap,3642,487
HaRu17883224,shared_tap,3642,487
KiRu27296224,shared_tap,3642,487
HaRu19559224,shared_tap,3640,491
KiRu30071224,shared_tap,3640,491
AmRu14474224,shared_tap,3640,491
SoRu36816224,shared_tap,3638,494
AkRu06234224,shared_tap,3636,495
AkLu01802224,shared_tap,3634,496
KiRu27009224,shared_tap,3634,496
KiRu30544224,shared_tap,3632,498
AmRu13736224,shared_tap,3632,498
KiRu26926224,shared_tap,3630,500
KiRu27990224,shared_tap,3630,500
KiRu30443224,shared_tap,3630,500
KiRu29018224,shared_tap,3628,503
KiZu31120224,shared_tap,3628,503
HaRu19096224,shared_tap,3628,503
AmPw12408224,shared_tap,3628,503
AkRu06030224,shared_tap,3626,507
HaRu19447224,shared_tap,3626,507
KiRu25965224,shared_tap,3624,509
AkRu05784224,shared_tap,3622,510
AkRu07878224,shared_tap,3620,511
AmAs10154224,shared_tap,3620,511
KiRu26511224,shared_tap,3620,511
KiRu25654224,shared_tap,3620,511
SoRu35808224,shared_tap,3618,515
AmRu14687224,shared_tap,3618,515
AmRu15392224,shared_tap,3618,515
AmAs10389224,shared_tap,3616,518
KiRu25556224,shared_tap,3616,518
KiRu26323224,shared_tap,3614,520
KiRu29388224,shared_tap,3614,520
AmPw12697224,shared_tap,3614,520
AkRu05672224,shared_tap,3614,520
AmRu14134224,shared_tap,3614,520
AkRu07237224,shared_tap,3612,525
SoRu39582224,shared_tap,3610,526
KiRu25241224,shared_tap,3608,527
KiRu25276224,shared_tap,3608,527
HaRu17194224,shared_tap,3608,527
AmAb09272224,shared_tap,3608,527
AkRu07626224,shared_tap,3608,527
AkRu06737224,shared_tap,3606,532
KiRu26462224,shared_tap,3606,532
SoCh31986224,shared_tap,3606,532
SoMa34475224,shared_tap,3604,535
SoRu36944224,shared_tap,3604,535
AmRu13326224,shared_tap,3604,535
AkRu04313224,shared_tap,3604,535
AkRu07652224,shared_tap,3602,539
AmAs10779224,shared_tap,3602,539
KiRu27778224,shared_tap,3602,539
AkRu05839224,shared_tap,3600,542
AkRu04032224,shared_tap,3600,542
SoRu35850224,shared_tap,3600,542
KiRu25545224,shared_tap,3598,545
HaRu18103224,shared_tap,3598,545
AkRu05128224,shared_tap,3598,545
AkRu03687224,shared_tap,3598,545
AkRu06031224,shared_tap,3598,545
AmAm09935224,shared_tap,3596,550
HaRu17102224,shared_tap,3596,550
AmAs10722224,shared_tap,3596,550
HaRu17000224,shared_tap,3596,550
HaRu20255224,shared_tap,3596,550
KiZu31319224,shared_tap,3596,550
AkRu03000224,shared_tap,3594,556
AmRu14262224,shared_tap,3592,557
AmRu15495224,shared_tap,3592,557
HaRu20497224,shared_tap,3592,557
SoRu35267224,shared_tap,3590,560
SoRu36539224,shared_tap,3590,560
AkRu04974224,shared_tap,3590,560
AmAm09767224,shared_tap,3590,560
AkRu03556224,shared_tap,3590,560
AkLu02621224,shared_tap,3590,560
KiZu30866224,shared_tap,3588,566
KiZu30841224,shared_tap,3586,567
KiZu30686224,shared_tap,3586,567
HaRu17517224,shared_tap,3584,569
AkRu05265224,shared_tap,3584,569
AmRu14452224,shared_tap,3582,571
KiRu28262224,shared_tap,3582,571
KiRu29112224,shared_tap,3582,571
HaRu18666224,shared_tap,3580,574
AkLu01922224,shared_tap,3580,574
AkRu03408224,shared_tap,3580,574
AkRu04603224,shared_tap,3580,574
AmDa11794224,shared_tap,3578,578
KiZu31313224,shared_tap,3578,578
KiZu31357224,shared_tap,3576,580
KiRu25304224,shared_tap,3576,580
AmDa12239224,shared_tap,3574,582
AkRu05324224,shared_tap,3572,583
AmPw12770224,shared_tap,3572,583
KiRu29005224,shared_tap,3572,583
HaRu20363224,shared_tap,3570,586
KiZu30721224,shared_tap,3568,587
HaRu20354224,shared_tap,3568,587
KiRu25406224,shared_tap,3568,587
HaRu17806224,shared_tap,3568,587
AkRu04727224,shared_tap,3568,587
KiZu31121224,shared_tap,3566,592
KiRu27038224,shared_tap,3566,592
KiRu27246224,shared_tap,3566,592
SoRu34657224,shared_tap,3566,592
HaRu19992224,shared_tap,3566,592
SoRu39539224,shared_tap,3566,592
KiMr24425224,shared_tap,3564,598
KiRu25461224,shared_tap,3562,599
KiRu29418224,shared_tap,3562,599
AkRu05752224,shared_tap,3562,599
SoRu38877224,shared_tap,3562,599
HaRu19138224,shared_tap,3560,603
AkRu07084224,shared_tap,3560,603
SoRu39202224,shared_tap,3558,605
AmPw12476224,shared_tap,3556,606
AmPw12644224,shared_tap,3556,606
AkRu08252224,shared_tap,3556,606
SoRu36767224,shared_tap,3554,609
SoRu35919224,shared_tap,3554,609
KiZu30880224,shared_tap,3554,609
HaRu20440224,shared_tap,3554,609
SoRu38760224,shared_tap,3552,613
KiRu26085224,shared_tap,3550,614
AkRu07504224,shared_tap,3548,615
SoRu37328224,shared_tap,3548,615
SoRu36741224,shared_tap,3546,617
KiZu30952224,shared_tap,3546,617
HaRu18359224,shared_tap,3546,617
AmAb09247224,shared_tap,3544,620
KiRu30659224,shared_tap,3544,620
AmAs10315224,shared_tap,3542,622
KiRu30009224,shared_tap,3540,623
KiRu27585224,shared_tap,3538,624
KiRu28748224,shared_tap,3534,625
SoRu34853224,shared_tap,3534,625
AkLu02492224,shared_tap,3534,625
AkRu05677224,shared_tap,3532,628
AmDa11864224,shared_tap,3532,628
KiZu31370224,shared_tap,3532,628
KiZu31250224,shared_tap,3530,631
HaRu18680224,shared_tap,3530,631
AkRu08792224,shared_tap,3530,631
AkRu02867224,shared_tap,3528,634
AmAs10303224,shared_tap,3526,635
AkRu05777224,shared_tap,3526,635
HaRu20615224,shared_tap,3526,635
SoRu37311224,shared_tap,3526,635
SoRu36845224,shared_tap,3526,635
SoRu38783224,shared_tap,3526,635
SoRu35485224,shared_tap,3526,635
AmAs10386224,shared_tap,3524,642
KiRu27277224,shared_tap,3524,642
KiRu30033224,shared_tap,3522,644
KiRu30461224,shared_tap,3518,645
HaRu18924224,shared_tap,3518,645
AkRu08871224,shared_tap,3518,645
HaRu17308224,shared_tap,3516,648
AmRu13368224,shared_tap,3516,648
AkRu06302224,shared_tap,3516,648
KiZu31405224,shared_tap,3516,648
KiIs23633224,shared_tap,3514,652
KiRu29154224,shared_tap,3514,652
AkRu02884224,shared_tap,3514,652
AmAs10490224,shared_tap,3512,655
HaRu20158224,shared_tap,3512,655
HaRu17171224,shared_tap,3510,657
AmBe11043224,shared_tap,3510,657
SoRu36934224,shared_tap,3508,659
SoRu36795224,shared_tap,3508,659
KiRu29238224,shared_tap,3508,659
KiRu29427224,shared_tap,3508,659
KiZu30779224,shared_tap,3506,663
KiRu27573224,shared_tap,3506,663
AkRu07511224,shared_tap,3506,663
AmAb09100224,shared_tap,3504,666
AkRu05355224,shared_tap,3504,666
AkRu02721224,shared_tap,3502,668
KiRu27914224,shared_tap,3502,668
KiRu28056224,shared_tap,3502,668
HaRu19877224,shared_tap,3500,671
AmAm09983224,shared_tap,3500,671
AkRu07995224,shared_tap,3500,671
HaRu17760224,shared_tap,3500,671
SoRu34933224,shared_tap,3500,671
SoCh32240224,shared_tap,3498,676
KiAm21931224,shared_tap,3498,676
AkRu06584224,shared_tap,3498,676
AkRu08084224,shared_tap,3498,676
HaRu18670224,shared_tap,3496,680
KiRu29133224,shared_tap,3494,681
KiZu31252224,shared_tap,3494,681
KiRu28725224,shared_tap,3494,681
SoRu38948224,shared_tap,3494,681
SoRu36425224,shared_tap,3492,685
KiRu26787224,shared_tap,3492,685
AmPw12547224,shared_tap,3492,685
AkRu06557224,shared_tap,3492,685
AmBe10994224,shared_tap,3492,685
SoRu35949224,shared_tap,3490,690
AkRu06337224,shared_tap,3488,691
AkHa00036224,shared_tap,3488,691
AkRu04701224,shared_tap,3488,691
KiRu26155224,shared_tap,3488,691
KiRu28714224,shared_tap,3488,691
KiRu26613224,shared_tap,3488,691
KiZu31276224,shared_tap,3486,697
KiZu30688224,shared_tap,3486,697
AkRu04337224,shared_tap,3486,697
AkRu03114224,shared_tap,3484,700
KiRu25613224,shared_tap,3484,700
AkKi01116224,shared_tap,3480,702
AkRu07305224,shared_tap,3480,702
AkRu04035224,shared_tap,3478,704
AkRu06643224,shared_tap,3478,704
KiZu30868224,shared_tap,3478,704
AmRu12956224,shared_tap,3476,707
AmRu15684224,shared_tap,3476,707
AkRu05962224,shared_tap,3474,709
AkRu07766224,shared_tap,3474,709
AkRu08411224,shared_tap,3474,709
KiRu25566224,shared_tap,3474,709
SoRu39263224,shared_tap,3472,713
AmDa12223224,shared_tap,3472,713
HaRu17808224,shared_tap,3470,715
KiRu26771224,shared_tap,3470,715
SoMa33761224,shared_tap,3468,717
AkRu07989224,shared_tap,3468,717
AkRu05896224,shared_tap,3468,717
KiRu28454224,shared_tap,3466,720
HaRu20406224,shared_tap,3466,720
KiAm22149224,shared_tap,3464,722
KiZu31021224,shared_tap,3464,722
KiRu25281224,shared_tap,3464,722
AkRu02985224,shared_tap,3464,722
AkRu04221224,shared_tap,3462,726
AkRu04167224,shared_tap,3462,726
HaRu20127224,shared_tap,3462,726
KiZu31262224,shared_tap,3460,729
KiRu30332224,shared_tap,3460,729
AmDa11938224,shared_tap,3460,729
SoRu38095224,shared_tap,3460,729
AmRu14089224,shared_tap,3458,733
AmRu13207224,shared_tap,3458,733
AkRu07902224,shared_tap,3458,733
AkHa00263224,shared_tap,3456,736
AkRu02804224,shared_tap,3456,736
HaRu18742224,shared_tap,3456,736
AmDa11525224,shared_tap,3452,739
AkRu06907224,shared_tap,3452,739
AkLu01985224,shared_tap,3450,741
SoRu38335224,shared_tap,3450,741
SoRu39644224,shared_tap,3448,743
HaRu18951224,shared_tap,3448,743
KiRu26903224,shared_tap,3446,745
AkRu07780224,shared_tap,3446,745
AmDa12260224,shared_tap,3446,745
AkRu08426224,shared_tap,3446,745
AmBe11127224,shared_tap,3444,749
AmPw12483224,shared_tap,3444,749
AmRu15811224,shared_tap,3444,749
AmRu14530224,shared_tap,3442,752
AkRu03433224,shared_tap,3442,752
AkRu06271224,shared_tap,3442,752
KiZu30902224,shared_tap,3442,752
AmRu13230224,shared_tap,3440,756
KiZu30716224,shared_tap,3438,757
HaRu20596224,shared_tap,3436,758
KiRu28891224,shared_tap,3436,758
AmRu14197224,shared_tap,3436,758
SoRu36839224,shared_tap,3434,761
KiRu29540224,shared_tap,3434,761
KiRu29166224,shared_tap,3430,763
AmRu13652224,shared_tap,3428,764
AmAb09035224,shared_tap,3428,764
AkRu06442224,shared_tap,3428,764
AmRu14820224,shared_tap,3426,767
AkRu06297224,shared_tap,3424,768
KiRu28009224,shared_tap,3424,768
HaRu19834224,shared_tap,3422,770
KiRu29284224,shared_tap,3420,771
KiRu28351224,shared_tap,3420,771
AkKi01525224,shared_tap,3418,773
HaRu17226224,shared_tap,3418,773
HaRu17011224,shared_tap,3416,775
AmBe10940224,shared_tap,3416,775
KiRu28905224,shared_tap,3416,775
KiRu29148224,shared_tap,3416,775
SoRu38394224,shared_tap,3416,775
SoRu38640224,shared_tap,3414,780
AkRu07918224,shared_tap,3414,780
AmBe11258224,shared_tap,3412,782
KiRu25578224,shared_tap,3412,782
KiRu29885224,shared_tap,3412,782
HaRu18708224,shared_tap,3412,782
KiRu28915224,shared_tap,3410,786
AkRu07548224,shared_tap,3410,786
AkRu04024224,shared_tap,3410,786
HaRu17932224,shared_tap,3408,789
AmPw12353224,shared_tap,3408,789
KiIs23488224,shared_tap,3408,789
KiRu25934224,shared_tap,3404,792
SoRu36116224,shared_tap,3404,792
SoRu36709224,shared_tap,3402,794
SoRu37012224,shared_tap,3402,794
KiRu26765224,shared_tap,3402,794
KiZu31291224,shared_tap,3402,794
HaRu19572224,shared_tap,3400,798
KiRu26674224,shared_tap,3400,798
SoRu35016224,shared_tap,3400,798
SoRu38655224,shared_tap,3398,801
SoRu38145224,shared_tap,3398,801
KiRu27948224,shared_tap,3398,801
KiHa23205224,shared_tap,3398,801
AkKi00881224,shared_tap,3398,801
AmRu15664224,shared_tap,3398,801
AmBe11184224,shared_tap,3398,801
AkRu05704224,shared_tap,3398,801
AmPw12298224,shared_tap,3396,809
SoRu35302224,shared_tap,3396,809
HaRu20840224,shared_tap,3396,809
KiRu27769224,shared_tap,3396,809
HaRu20079224,shared_tap,3396,809
KiRu30387224,shared_tap,3394,814
AmBe11056224,shared_tap,3394,814
SoRu38588224,shared_tap,3394,814
KiRu29202224,shared_tap,3392,817
HaRu20062224,shared_tap,3392,817
AkRu08074224,shared_tap,3392,817
AkRu03885224,shared_tap,3390,820
AkRu05509224,shared_tap,3390,820
SoRu35078224,shared_tap,3390,820
SoRu39001224,shared_tap,3390,820
HaRu17058224,shared_tap,3388,824
AkRu05048224,shared_tap,3388,824
AkRu03572224,shared_tap,3388,824
SoMa34434224,shared_tap,3386,827
KiZu31076224,shared_tap,3384,828
SoRu36600224,shared_tap,3384,828
KiRu26827224,shared_tap,3382,830
KiIs23886224,shared_tap,3382,830
AmPw12680224,shared_tap,3382,830
AkRu08403224,shared_tap,3382,830
AmRu14999224,shared_tap,3382,830
AmDa11379224,shared_tap,3380,835
AkRu04413224,shared_tap,3378,836
AkRu03555224,shared_tap,3378,836
KiRu25388224,shared_tap,3378,836
KiRu28403224,shared_tap,3378,836
KiRu28510224,shared_tap,3376,840
KiRu28838224,shared_tap,3376,840
KiRu25269224,shared_tap,3376,840
HaRu18111224,shared_tap,3376,840
AmAs10680224,shared_tap,3376,840
AkRu04806224,shared_tap,3374,845
AkRu05241224,shared_tap,3374,845
HaRu17383224,shared_tap,3374,845
AkRu08108224,shared_tap,3374,845
KiRu26942224,shared_tap,3372,849
AkRu05019224,shared_tap,3370,850
AmBe11175224,shared_tap,3370,850
HaRu17154224,shared_tap,3368,852
AkRu06139224,shared_tap,3368,852
AmRu15043224,shared_tap,3368,852
KiZu30703224,shared_tap,3368,852
AmRu15468224,shared_tap,3366,856
AmAb09176224,shared_tap,3366,856
AkRu03567224,shared_tap,3364,858
HaRu18458224,shared_tap,3364,858
AmRu15493224,shared_tap,3364,858
SoRu34823224,shared_tap,3364,858
KiRu30657224,shared_tap,3364,858
KiAm22229224,shared_tap,3364,858
HaRu18962224,shared_tap,3364,858
SoIl32345224,shared_tap,3362,865
KiRu29575224,shared_tap,3362,865
KiRu29704224,shared_tap,3362,865
SoKo33437224,shared_tap,3360,868
KiZu30889224,shared_tap,3360,868
KiRu25504224,shared_tap,3360,868
AmAb09319224,shared_tap,3360,868
SoRu39427224,shared_tap,3360,868
KiRu28984224,shared_tap,3356,873
KiZu31241224,shared_tap,3354,874
KiHa23196224,shared_tap,3354,874
HaRu19229224,shared_tap,3354,874
SoRu37419224,shared_tap,3354,874
SoRu39146224,shared_tap,3354,874
AkRu06284224,shared_tap,3354,874
AkRu02680224,shared_tap,3354,874
AmAs10212224,shared_tap,3354,874
SoRu37872224,shared_tap,3352,882
AkRu08774224,shared_tap,3350,883
AkRu04965224,shared_tap,3348,884
AkRu07874224,shared_tap,3348,884
KiZu30837224,shared_tap,3348,884
KiMr24543224,shared_tap,3348,884
SoRu39363224,shared_tap,3348,884
AkRu04698224,shared_tap,3346,889
AmAs10766224,shared_tap,3346,889
AmAm09530224,shared_tap,3344,891
SoRu37215224,shared_tap,3344,891
SoRu38231224,shared_tap,3344,891
AmDa11822224,shared_tap,3342,894
AkLu02523224,shared_tap,3342,894
HaSe21343224,shared_tap,3342,894
AkRu07512224,shared_tap,3340,897
AmRu14006224,shared_tap,3340,897
AkHa00103224,shared_tap,3340,897
HaDj16762224,shared_tap,3338,900
HaRu18280224,shared_tap,3338,900
HaRu20366224,shared_tap,3338,900
KiIs23854224,shared_tap,3338,900
SoBa31844224,shared_tap,3338,900
KiZu31054224,shared_tap,3338,900
KiZu30719224,shared_tap,3338,900
HaRu19835224,shared_tap,3336,907
KiRu25672224,shared_tap,3334,908
HaRu20480224,shared_tap,3334,908
KiRu25777224,shared_tap,3334,908
AmAb08974224,shared_tap,3334,908
HaRu18211224,shared_tap,3334,908
AmRu14549224,shared_tap,3332,913
SoRu36146224,shared_tap,3330,914
KiRu28596224,shared_tap,3330,914
AkRu08719224,shared_tap,3328,916
HaRu18465224,shared_tap,3328,916
SoRu36475224,shared_tap,3328,916
SoRu37646224,shared_tap,3326,919
KiAm22448224,shared_tap,3326,919
KiRu29063224,shared_tap,3326,919
HaRu20491224,shared_tap,3324,922
AmDa11369224,shared_tap,3324,922
AmDa12007224,shared_tap,3324,922
AmBe10943224,shared_tap,3324,922
AmAm09685224,shared_tap,3322,926
AmAs10216224,shared_tap,3322,926
SoRu37400224,shared_tap,3322,926
SoRu36254224,shared_tap,3322,926
KiZu30891224,shared_tap,3322,926
HaRu19601224,shared_tap,3322,926
AmRu13102224,shared_tap,3320,932
HaDj16895224,shared_tap,3320,932
SoRu35773224,shared_tap,3320,932
KiRu28026224,shared_tap,3318,935
KiRu28239224,shared_tap,3318,935
KiIs23730224,shared_tap,3318,935
AkRu04776224,shared_tap,3318,935
AkRu07653224,shared_tap,3318,935
AkRu03467224,shared_tap,3318,935
HaRu17193224,shared_tap,3316,941
AmDa11665224,shared_tap,3316,941
SoRu34770224,shared_tap,3316,941
AmRu15198224,shared_tap,3314,944
KiHa23398224,shared_tap,3314,944
HaRu18709224,shared_tap,3312,946
KiZu31073224,shared_tap,3312,946
AkRu03763224,shared_tap,3312,946
AmRu13613224,shared_tap,3312,946
AmAb09231224,shared_tap,3312,946
AmBe11236224,shared_tap,3310,951
AmBe11125224,shared_tap,3308,952
AmAb09152224,shared_tap,3308,952
SoRu37124224,shared_tap,3308,952
KiRu27220224,shared_tap,3308,952
KiRu28269224,shared_tap,3308,952
KiRu26871224,shared_tap,3306,957
AkRu03411224,shared_tap,3306,957
AkRu08287224,shared_tap,3306,957
SoRu37002224,shared_tap,3306,957
SoRu36785224,shared_tap,3306,957
SoRu34907224,shared_tap,3304,962
SoRu35979224,shared_tap,3304,962
SoRu35999224,shared_tap,3304,962
SoRu37668224,shared_tap,3304,962
KiAm22584224,shared_tap,3304,962
AmAb09032224,shared_tap,3304,962
HaRu17631224,shared_tap,3304,962
AmRu13016224,shared_tap,3304,962
AmDa11787224,shared_tap,3304,962
AkRu04090224,shared_tap,3304,962
AkRu07617224,shared_tap,3300,972
AkRu03803224,shared_tap,3300,972
SoRu38136224,shared_tap,3300,972
SoRu36765224,shared_tap,3300,972
